,match_id,team1_id,team2_id,winner_id,toss winner,toss decision,match_dt,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,team1_won,team1_player_1,team1_player_2,team1_player_3,team1_player_4,team1_player_5,team1_player_6,team1_player_7,team1_player_8,team1_player_9,team1_player_10,team1_player_11,team2_player_1,team2_player_2,team2_player_3,team2_player_4,team2_player_5,team2_player_6,team2_player_7,team2_player_8,team2_player_9,team2_player_10,team2_player_11
10,9516415,30435,30414,30414,16,1,2023-04-08,5004,0.7894736842105263,1.0,161.73333333333332,33.33,164.46666666666667,0,238727,5043310,7537004,3125562,8191868,8713270,6249256,4171859,8227974,230775,1907352,2653993,7422673,1945425,5001170,232000,1642738,196580,2294823,3519011,2658445,5757884
11,9592470,30435,48334,30435,72,0,2023-05-24,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286,1,5043310,238727,7537004,3125562,8191868,6249256,8058924,2022957,8227974,230775,1907352,2436405,6698110,3299407,2275097,8058903,4230127,3479860,2970652,8228100,5554142,7924048
12,9128510,30400,36014,36014,113,1,2022-04-15,2764,1.7142857142857142,1.4878048780487805,148.86666666666667,100.0,183.625,0,5959834,37351,4497646,1613919,4231702,1663885,1934099,3429236,8779896,2632825,7758638,7491294,1945355,3127354,4203499,4230127,2642751,3693654,4874820,2282125,5618038,8725709
13,9085222,8301,8987,8301,60,0,2022-06-21,251,0.9090909090909092,2.9047619047619047,157.0,33.33,146.82142857142858,1,4873028,6176246,3218291,3643870,2658431,4887336,6003584,7651657,8845850,5554142,5528116,4003390,1749075,3651472,5516720,125915,34061,130437,6019306,4420828,2083157,2295642
14,9085320,10618,8917,10618,81,1,2022-06-24,1637,0.6666666666666666,1.0,157.6,100.0,172.6818181818182,1,6718326,1762060,3294444,2157770,6381962,6460614,5367676,5361166,8050160,7804677,4527942,6374878,2286472,2158869,4645304,2858904,2486896,3636821,3648203,164604,2087700,2082387
15,9516632,30393,48334,30393,101,0,2023-05-01,23498,1.125,1.4878048780487805,184.53333333333333,100.0,146.45,1,1776627,313809,7861524,2275195,7586970,210328,5972868,5490666,212029,6586824,2018001,2436405,8058903,3299407,3479860,2275097,4230127,2970652,8228100,217762,5554142,2954769
16,9272689,33956,33914,33956,2,1,2023-01-17,11206,1.4444444444444444,4.809523809523809,157.8,75.0,151.5,1,7869987,1870357,3535783,41740,3063696,34061,8146998,4756982,2790675,49496,8355808,4239038,3710090,2285051,3681957,387778,8415854,7455818,2286388,6718844,5863290,3890998
17,9639125,293,188,188,9,1,2023-07-16,10961,0.4666666666666667,0.3442622950819672,152.6,50.0,162.4090909090909,0,6818622,5554212,6450576,181404,3668356,5736016,5554282,5554254,6818776,6819238,6817628,3758565,6551978,4403419,6930230,393014,8127321,4403454,6486416,2316327,2436356,3769555
18,9433696,7258,7727,7727,42,1,2023-06-23,8301,1.0666666666666669,1.0,186.2,25.0,146.2,0,4489974,6065548,5406064,6364588,5788320,5436878,7671306,3030733,8044490,7688848,6258734,4223883,2076192,8822729,5241564,2020332,3162487,1482249,1482998,2173688,5788418,8833075
19,9657059,1350,251,251,100,0,2023-06-11,4913,0.3333333333333333,0.0123456790123456,161.5784907708856,0.0,132.0,0,8058805,8089192,8089276,8058812,8964668,8913876,8058798,8089206,8964710,8058840,8913897,1634709,3719197,9663968,7906968,5120674,8246440,8246419,8964843,182986,7753549,2943443
20,9457468,40424,40298,40298,18,0,2023-01-16,13530,0.6153846153846154,1.4878048780487805,163.3846153846154,0.0,157.16666666666666,0,7864009,4502392,6551978,2804122,5736100,393182,2820957,7084972,6149268,4403468,351448,3758565,2263736,1965151,2331475,5771800,5017144,3850944,3850972,6528668,6931168,4769148
21,9866373,18360,18570,18570,90,0,2023-12-28,5382,1.4,1.4878048780487805,165.73333333333332,0.0,153.82244608278125,0,2319638,8444855,4172706,7907444,6317142,7918280,8354716,7907479,3490150,7213856,4195827,9036516,8271969,3913447,9523954,8354786,6718410,7907486,3083667,4950294,4950266,4195708
22,9680264,47508,47487,47508,21,0,2023-08-12,7041,1.125,3.857142857142857,148.6,80.0,137.8,1,5490596,4403531,4403545,4223883,3260564,2335381,4769148,4771780,5047300,4403573,8277716,7200598,2437021,3008291,7520344,2104416,3364234,2437049,4365878,8106629,8363578,2590293
23,9352356,20,48,20,30,0,2023-09-01,538,1.15,1.0,169.73333333333332,50.0,149.06666666666666,1,2082044,6282856,1655436,6381962,62432,2162782,2827327,4640824,1711492,4174932,7276380,6718326,2653993,4381761,5764576,3069954,2672214,3519011,3156033,3913475,1626561,3456424
24,9433598,8917,10618,8917,81,0,2023-06-20,1266,0.8666666666666667,0.7530864197530864,179.4,0.0,169.8,1,4873700,8040164,2286472,6640178,4645304,2157770,3216569,3648203,3636821,2082387,8040136,1762060,1655436,8033304,1637320,8050160,3620742,1547993,7651657,5367676,4527942,8070915
25,9432989,10366,10618,10366,139,1,2023-05-20,1161,0.6,1.0,172.0,50.0,148.96666666666667,1,2124002,7681869,3612286,3890963,8210789,8044112,1730658,7184666,2170762,3245689,2855138,1762060,1655436,2082044,1637320,6095508,8050160,7651657,5367676,4527942,8070915,8027396
26,9027381,17583,17653,17653,20,1,2022-01-07,1994,0.75,0.7530864197530864,150.66666666666666,0.0,108.5,0,1945390,5764576,4949776,7873984,3935854,3913440,8765154,3456424,270262,8354835,7878765,2659243,4381747,4381705,3682160,3834361,8706179,6739830,1495731,4136404,8482788,3834319
27,9271765,47480,47508,47480,59,0,2022-12-18,7041,0.4545454545454545,1.975609756097561,150.85714285714286,66.67,129.93333333333334,1,5506486,4403538,5490624,6710850,3668356,5490666,4690104,4365878,8136659,6401982,2691688,7787772,8363221,2097017,2398346,3061225,8520105,8464343,8277716,5548318,8067037,5786836
28,9076815,40452,42573,42573,55,1,2022-01-21,14188,0.6,1.0,161.5784907708856,0.0,112.8846153846154,0,2939124,393371,6930580,392188,1934099,391621,2820957,2296195,393889,2104346,6526498,6930174,363047,2104332,392216,4403426,1634611,5831622,391271,392979,5554142,2630081
29,9331097,12389,12046,12046,24,1,2022-10-20,4661,0.125,0.6721311475409836,168.66666666666666,0.0,127.9,0,5785492,4944400,8041445,5699700,7586970,2956407,3509428,8422987,2034479,5062462,5758766,5636658,6785666,9047499,7861524,4231702,8058903,6511336,8149315,4901182,7581244,6619794
30,9290966,55,293,55,4,1,2022-09-08,17086,2.571428571428572,1.0,173.26666666666668,100.0,145.13333333333333,1,2954769,1776627,3125562,6521080,3479860,210328,3882850,184960,3130840,2282125,7881845,5554212,6818622,6450576,5554282,3668356,181404,5736016,5554254,6818776,3976965,6819238
31,9051055,44904,40592,44904,99,1,2022-01-31,3422,1.7777777777777777,1.975609756097561,171.07692307692307,50.0,169.46666666666667,1,1637320,2263736,302875,2231928,6249256,5017144,2157770,2214554,8427978,284339,8109779,2437035,7694581,3651472,1594333,7881866,3364234,2437049,1893401,302868,8106629,8106713
32,9272437,33963,33914,33914,121,0,2022-12-20,930,0.75,0.5061728395061729,164.4,40.0,155.96666666666667,0,1749075,7572123,2231928,7534652,5788320,2335381,5497274,5509524,3497633,6521234,6819238,5469008,4239038,2286472,3681957,387778,8415854,4992378,5554254,6718844,5863290,55299
33,9489444,46773,46752,46752,62,0,2023-08-20,4521,1.5,1.0,149.53333333333333,0.0,151.1,0,4655384,3200973,4489974,1611364,2672214,74087,5436878,1482998,5367676,5788418,3901099,4421689,2082044,4003390,2450895,3239102,5764576,2157770,334963,3546297,3456424,2538983
34,9176320,48,118,48,87,0,2022-08-04,17765,3.6,1.975609756097561,163.6,0.0,153.82244608278125,1,1585457,6718326,3083632,2672214,5764576,2486896,3519011,3913475,3456424,6718396,5984376,1635997,4502392,7253350,1539208,7891232,7905309,3083667,8354849,4164985,8947777,8404325
35,9388483,17583,17744,17744,17,1,2023-01-14,5081,0.6428571428571429,0.3442622950819672,153.4,66.67,133.22222222222223,0,1945390,8765154,8144184,3935854,4949776,3913440,6718438,5560190,7565697,8354835,7878765,8212917,3558316,3834256,3083632,8354800,4950364,8447396,8435699,4170494,9475766,6496118
36,9290609,62,20,20,30,1,2022-09-20,3422,1.2352941176470589,0.3442622950819672,161.33333333333334,33.33,172.86666666666667,0,2263736,2437021,8180570,1637320,3364234,2437049,5017144,8106629,2437077,8131255,8427978,4685568,1749075,1655436,3651472,6381962,62432,4640824,2157770,1711492,4012203,3312350
37,9407614,48929,48943,48929,112,1,2023-01-12,1224,0.8571428571428571,1.0,161.5784907708856,0.0,140.26666666666668,1,4685568,6282856,2231928,3406717,3747764,4167855,2486896,1858961,4888414,1711492,3373866,1963443,2269833,7787772,4203499,4171859,3239102,3162487,4874820,2658445,4626236,3747484
38,9823057,202,237,237,83,1,2023-10-23,24044,1.0,0.5061728395061729,152.4,66.67,146.5,0,8688952,7990828,8250115,2206637,8127279,8463783,8489816,8688973,4767482,2691688,9471244,5563004,7409611,4908518,7993551,7507429,5562962,8776767,5604738,8127167,8296644,7409569
39,9516730,30435,48341,30435,40,1,2023-05-12,5004,1.1875,1.0,171.66666666666666,100.0,171.7,1,5043310,238727,3125562,8058924,5126064,6249256,7537004,2022957,230775,1907352,8118914,1958683,7491224,4377610,3339160,2252452,5452754,2966879,5554254,8277716,4690230,3373285
40,9692472,55,216,55,47,1,2023-08-20,6831,3.0,1.0,179.93333333333334,100.0,160.33333333333334,1,8058959,7422673,8191868,2981614,5061748,5001170,5038018,7881845,4377694,8228100,6420126,2123974,2124002,6496412,6729862,4171460,2436251,3685100,2436426,2550414,6496482,6496426
41,9027262,17653,17583,17653,1,1,2022-01-18,664,0.9166666666666666,1.0,162.6,100.0,157.83333333333334,1,2659243,2721627,2672214,3682160,3834361,8706179,6739830,1495731,3546297,8482788,3834319,1945390,4949776,3069954,5764576,3935854,3913440,270262,3456424,6718438,8354835,7878765
42,9433878,9876,8182,9876,119,0,2023-07-07,538,0.7777777777777778,0.7530864197530864,192.0,0.0,151.2,1,6282856,1798705,2089079,4640824,3573723,2022957,1613919,7672657,2790675,7276380,6646940,4685568,2162782,82228,2827327,2672214,2450895,1837205,4425224,8055417,4012203,3312364
43,9433640,8987,8301,8987,81,0,2023-06-20,1378,1.7142857142857142,1.4878048780487805,164.53333333333333,50.0,154.66666666666666,1,4003390,1749075,1626526,4172447,5516720,125915,130437,7507303,6019306,4420828,2904943,4873028,2340372,6003584,2658431,4887336,8845850,6342384,7161426,5528116,3673914,6081914
44,9085089,7258,9967,7258,118,1,2022-06-17,2239,0.5294117647058824,1.0,155.53333333333333,0.0,137.55555555555554,1,3200973,6065548,5406064,5436878,6364588,5788320,3030733,4460154,1499868,7688848,5404440,2263736,164233,8820496,4215098,74087,5554254,4411231,6311612,8006676,3214812,1471994
45,9272724,33956,33963,33956,120,0,2023-01-21,937,1.3,4.809523809523809,164.33333333333334,80.0,149.39285714285714,1,7869987,1870357,3535783,41740,3063696,34061,8146998,4756982,2790675,8355808,49496,7572123,1539236,8183475,7534652,2335381,5788320,1612610,9070970,5509524,3497633,2437077
46,9407719,48929,48950,48950,91,0,2023-01-22,7230,0.6190476190476191,1.4901960784313726,140.75,0.0,122.75,0,4403531,6282856,3406717,2231928,4167855,2486896,4888414,1858961,3747764,1711492,3373866,2089079,3009215,2162782,1837205,2252452,4887406,4239780,3845029,3872756,3794174,2654028
48,9680285,47508,49657,47508,8,1,2023-08-14,7041,1.5555555555555556,1.9803921568627447,146.66666666666666,0.0,137.16666666666666,1,5490596,4403545,4174134,4223883,3260564,2335381,8146998,5091806,5786836,8427978,5047300,8438926,3585350,2104409,5490666,348361,2420788,3459623,6710850,2296195,6818776,2270519
49,9457685,45072,35790,45072,104,1,2023-02-14,14188,1.0,0.6039603960396039,159.64285714285714,0.0,149.6,1,6930230,4403419,392062,4879426,3471761,392216,1634611,3373138,7976653,4012203,2104346,2104332,2083409,8127321,4230127,2875368,3061225,5831622,360086,7866522,6486416,7084930
50,9085117,10576,8301,8301,133,0,2022-06-17,1378,1.5,0.5121951219512195,175.0,50.0,159.6818181818182,0,5320118,3298427,1626526,7773338,4051396,7671313,3056815,360086,8855594,6240632,8018751,4873028,6176246,6003584,3643870,2658431,4887336,3218291,7651657,8845850,5554142,5528116
51,9407670,48922,48929,48922,91,1,2023-01-17,3569,0.6,0.3399009900990098,125.33333333333331,0.0,164.5,1,1884973,313809,4170186,4888218,4739552,4159644,4172083,4165041,4690230,7968225,328607,4685568,6282856,2231928,3406717,4167855,2486896,4888414,1858961,4239794,1711492,3373866
52,9433647,8917,6698,6698,81,0,2023-06-21,1637,0.6111111111111112,1.0,181.2,66.67,168.4,0,4873700,8040164,2286472,6640178,2157770,4645304,3648203,3216569,3636821,2082387,8040136,2433640,7295028,8180570,325814,4170186,6718788,3991700,6060844,4517246,6005866,8907338
53,8950822,55,34,34,109,1,2022-06-09,2344,1.818181818181818,1.2469135802469136,154.53333333333333,0.0,135.96666666666667,0,5043310,7422673,4497646,6521080,4377610,210328,3882850,2733380,2282125,4859490,3011735,2654014,2604825,2294823,2364543,2252452,4171859,1858961,3851518,1874081,3373866,2654028
54,9433542,6698,10618,6698,139,1,2023-06-18,1511,1.0,0.4059405940594059,165.13333333333333,50.0,140.0,1,2433640,7295028,8180570,325814,4170186,6718788,3991700,6060844,4517246,6005866,8907338,1762060,1655436,8033304,1637320,3620742,8050160,1547993,7651657,5367676,4527942,8070915
55,9484565,40578,40592,40578,48,0,2023-02-24,3422,1.1,1.9523809523809523,175.73333333333332,66.67,170.9,1,6818622,1626526,2364543,6460614,7960847,3459623,4767832,8522422,4769148,5141226,6819238,2089079,1585457,7694581,290051,1594333,3364234,2437049,5744850,8106713,8106629,9373930
56,9249162,895,300,300,0,1,2022-07-09,24828,1.0,1.0,161.5784907708856,0.0,153.82244608278125,0,8392194,9198405,8095317,8095324,9198412,9198384,8846039,8095352,9265367,9265374,8095359,8392145,8392131,8096451,7326220,7712494,9227455,8846102,8392152,4556222,8846081,8846074
57,9684450,45933,12718,12718,41,1,2023-10-21,4661,1.0,0.2592592592592592,131.25,0.0,130.46153846153845,0,8149504,9822147,9373125,9009293,9822140,8058938,5442772,9373139,8118277,9009321,8766407,5549088,7584464,8191868,8488864,7491259,4232297,7555652,7560069,4232325,8512951,9047821
58,9027451,17982,17653,17982,20,1,2022-01-29,3541,0.4285714285714285,1.2469135802469136,144.73333333333332,75.0,146.4,1,7907451,4381761,1945411,387778,3519011,4949790,3776849,2288824,1626561,3913475,3566240,2659243,2721627,2672214,4381705,3682160,3834361,8706179,6739830,3546297,1495731,3834319
59,9085243,10576,10618,10618,139,1,2022-06-23,1525,1.2,0.2592592592592592,168.33333333333334,0.0,163.57142857142858,0,5320118,3298427,3703328,1626526,4051396,7671313,3056815,360086,8855594,6240632,8018751,1762060,6718326,3294444,6381962,6460614,3620742,5367676,8050160,7804677,5361166,4527942
60,9087238,188,62,62,9,0,2022-11-06,930,0.5,0.3442622950819672,152.73333333333332,0.0,158.0,0,4403419,3758565,3056752,393014,6551978,3850944,2875368,3769555,2436356,2316327,6526498,2263736,2437021,2437049,8438926,1637320,3364234,6460614,8298779,8106629,8131255,7507303
61,9097367,23869,23750,23750,125,1,2022-02-19,1224,0.375,2.463414634146341,147.0,0.0,145.45833333333334,0,323049,4876122,4880294,1837205,3373138,1858961,2204950,3851770,6640164,2659502,2218376,3406717,2654014,7494668,3057312,4159644,4888218,2259739,3818282,328607,2659222,2654028
62,9457454,40452,40424,40424,22,0,2023-01-14,13530,0.6666666666666666,1.0,152.5,0.0,157.0,0,2308928,4980926,3056752,1884672,2104339,1890958,6417102,2815728,393889,3769555,3580737,7864009,3849642,6551978,5736100,2820957,4502392,7084972,4403468,6149268,351448,4433631
63,9433388,9876,7573,9876,119,0,2023-06-07,4521,1.2857142857142858,0.7530864197530864,170.73333333333332,50.0,142.9,1,6282856,1798705,4640824,3573723,1613919,7672657,2790675,3851658,2022957,4433120,7276380,5164844,1722048,7677767,319948,2707431,2979857,7664957,3212292,8339701,5192830,6196280
64,9076878,47529,42573,47529,55,1,2022-01-29,13530,0.1,0.3399009900990098,137.33333333333334,0.0,143.5,1,3245689,363173,393182,2875368,4403419,6930230,393014,2804122,6818776,6149268,6529354,363047,3056752,2104332,5831622,392216,4403426,1634611,1881193,391271,1965158,2630081
65,9344418,23750,22784,23750,57,1,2022-10-31,9582,0.4285714285714285,1.3278688524590163,143.69230769230768,100.0,144.07142857142858,1,7494668,4888344,4888218,3851336,3406717,4159644,5197436,2259739,3030733,3818282,328607,2667223,4160316,4167673,3496933,1937914,1863889,4172083,4239794,4159931,6639828,3801300
66,9084599,9967,7573,7573,38,1,2022-05-26,797,1.8888888888888888,2.9047619047619047,162.9090909090909,100.0,150.0,0,2263736,164233,7869987,74087,4411231,4504044,6311612,2083395,3214812,8820517,1471994,2531913,1722048,5515922,5164844,2707431,5406302,6196280,2633196,3998070,7664957,1929619
68,9051181,44904,40592,44904,74,0,2022-02-18,3828,1.2727272727272727,1.6557377049180328,176.46666666666667,66.67,168.625,1,1637320,2263736,2231928,5017144,6249256,8738631,2695468,3137714,284339,8427978,2157770,2089079,7694581,2437035,2220924,3364234,1594333,302868,8277716,8106629,6572572,3009880
69,9087259,55,20,20,30,1,2022-11-10,930,1.2777777777777777,0.801980198019802,166.93333333333334,60.0,154.66666666666666,0,2954769,238727,1776627,3125562,4377610,6521080,184960,3882850,2282125,3373285,7881845,2162782,1749075,4685568,2178119,6381962,2827327,62432,4640824,1730658,2022957,1711492
70,9128517,48334,30435,48334,72,1,2022-04-16,2764,1.5,1.853658536585366,173.25,0.0,182.0,1,2954769,2654014,2034423,2275097,3479860,3299407,8058903,2740408,3865077,4859490,8228100,5043310,238727,7494668,3125562,8191868,1613926,4690104,2733401,3696482,4377694,3214812
71,9085348,8056,9876,9876,119,1,2022-07-01,328,0.4117647058823529,0.6721311475409836,158.0,66.67,137.17857142857142,0,87191,8822715,7787772,3620756,1707621,142582,3373138,7687315,4473993,6399210,7732934,2089079,6282856,4640824,1798705,7869994,3573723,2022957,7672657,1613919,6646940,3231437
72,8844331,69,27,27,0,1,2022-02-18,440,0.7894736842105263,0.2079207920792079,134.26666666666668,0.0,164.36666666666667,0,7200598,2420760,4403531,5490582,2104409,3061225,4365878,3865077,7968225,2590293,5490638,3535853,4223883,37351,2275195,4635658,2275097,1611364,5788320,5419574,2656541,1905847
73,9668539,55,41,41,46,0,2023-08-06,13915,1.7272727272727273,1.0,175.66666666666666,50.0,152.85714285714286,0,5043310,7491224,3125562,8191868,2981614,4377610,3882850,8228100,7881845,3011735,6487970,4690258,2436405,2331475,4230127,5742470,4690188,4739552,2740408,3715697,4690230,6347494
74,9457671,47529,35790,35790,104,1,2023-02-12,14188,1.375,0.6039603960396039,167.26666666666668,100.0,148.6,0,4403454,363047,392188,5554282,2398346,393014,2662491,2630081,6493346,2666831,2294823,6930580,2104332,8127321,2875368,4230127,3061225,360086,5831622,7084930,6486416,6818776
75,9094406,46731,46752,46731,134,1,2022-08-29,251,1.4166666666666667,2.9047619047619047,138.33333333333334,100.0,148.9,1,1655436,1749075,3294444,5788320,1626526,2535420,5516720,130437,4012203,5404440,2654028,4003390,6139370,3651472,5436878,2252452,4170186,2158869,3913475,6005866,2538983,2904943
76,9084571,8056,9701,9701,58,0,2022-05-25,342,1.3076923076923077,1.0,168.66666666666666,33.33,168.4375,0,4655384,2958164,87191,2083409,3620756,7787772,3373138,7687315,6399210,4473993,7732934,6139370,7694581,2231928,3239102,6320362,2535420,7664943,5288226,334963,2752966,2850868
77,9433206,7258,9967,7258,118,1,2023-06-01,797,2.833333333333333,3.857142857142857,165.06666666666666,50.0,163.6,1,3200973,6065548,4489974,5436878,6364588,8044490,5788320,1499868,3030733,4873014,5404440,74087,7753017,4215098,6460614,3622856,8621143,4504044,3997727,8015734,3214812,8006676
78,9087119,76,62,76,140,0,2022-10-27,23841,0.5882352941176471,2.463414634146341,159.93333333333334,33.33,152.05555555555554,1,6572726,387897,6662480,391103,2097017,2056830,3471761,3788581,4872902,5643700,5789370,2263736,2437021,1637320,3364234,6460614,8180570,2437049,8298779,7507303,8131255,8106629
79,9262042,36084,36098,36098,50,1,2022-09-03,4045,0.5454545454545454,1.0,155.8,100.0,157.76666666666668,0,2124002,3715690,4069666,4690188,4739552,3057312,5744850,4739580,4690328,2654028,284339,4690258,3761246,1613898,5742470,5744780,1594319,4690104,5509524,2036649,4239794,3023383
80,9097325,22497,23113,22497,63,1,2022-02-15,1224,1.0,0.0123456790123456,150.0,0.0,152.0,1,4239773,1941743,4172972,3845029,1556253,6624582,2625895,2753036,3062555,4175772,4243630,6878164,1884973,4167855,4887406,2654042,4172601,2658445,3872756,1616040,6646240,2659166
81,9097479,202,237,202,83,1,2022-02-12,23736,0.5,0.0099009900990099,161.5784907708856,0.0,138.0,1,8688952,3743151,2154669,8463783,7881082,6823046,1718443,1604588,2691688,8250115,8426291,1633813,7409611,5562962,4908532,7634388,181852,4761966,8296644,7634192,7507387,6722540
82,9087028,41,216,216,138,0,2022-10-21,6348,2.125,0.3442622950819672,174.93333333333334,0.0,159.4375,0,2436405,2331475,3023320,4690258,4230127,5742470,5744850,2740408,3715697,4690230,6347494,2124002,2123974,6496412,6729862,4171460,2436251,7695666,3685100,7036812,2436426,6496482
83,9077018,40424,42573,40424,55,1,2022-02-14,14188,0.5,1.0,156.125,0.0,133.33333333333334,1,3761246,4879426,6551978,2209115,8127321,4403454,1482249,6931042,6930286,2436356,7084972,363047,5831622,3056752,392216,4403426,1634611,391271,392419,6493346,2097017,7086456
84,9489388,46731,46752,46731,134,1,2023-08-14,4521,1.0769230769230769,1.4878048780487805,144.66666666666666,100.0,150.7,1,1655436,1749075,2125696,3294444,1626526,130437,5788320,2535420,3913475,4012203,8833075,4421689,2082044,4003390,2450895,3239102,5764576,2157770,334963,7507303,8131255,2904943
85,9516373,30414,48334,30414,64,1,2023-04-03,2050,1.2857142857142858,0.6721311475409836,170.93333333333334,0.0,150.27777777777777,1,7422673,2653993,5001170,62432,2178119,232000,1642738,196580,3519011,3130840,8228016,2954769,2436405,3479860,3299407,2275097,4230127,8058903,2970652,2461129,7491385,8228100
86,9433164,9701,8056,9701,58,1,2023-05-30,342,0.5,1.975609756097561,159.46666666666667,60.0,160.625,1,6139370,7694581,3294444,3239102,6320362,2535420,5288226,334963,2850868,3546297,55299,8822715,2958164,87191,2083409,7787772,3620756,3373138,7687315,7810977,6718844,1929619
87,9084739,9876,7608,9876,35,1,2022-05-31,328,2.5,1.0,164.45454545454547,100.0,136.25,1,2089079,6282856,4640824,1798705,3573723,1613919,1613926,2022957,7672657,3901099,3231437,3220566,5229230,2082499,5764576,4005406,2083227,1482249,1707628,2538983,2436776,8106629
88,9516422,48341,30400,30400,40,0,2023-04-09,5893,0.6470588235294118,1.975609756097561,162.75,100.0,154.73333333333332,0,1958683,7491224,8059029,5452754,3339160,2252452,2966879,5554254,4690230,3373285,8118053,6818622,7341704,5959834,4231702,5061748,1934099,1613919,3326980,2632825,3456424,7758638
89,9330719,12046,15497,15497,24,0,2022-10-14,4661,1.3333333333333333,1.975609756097561,170.88888888888889,0.0,175.0,0,7861524,6785666,9047499,4231702,8058903,5971804,6511336,5636658,8149315,4901182,6619794,8725639,7912113,7491273,3502533,5061748,8058910,8451085,3914658,7491371,7558949,8118053
90,9702783,33928,33949,33949,70,1,2023-12-28,6348,1.4444444444444444,1.0,175.93333333333334,40.0,152.78571428571428,0,1611364,5843200,5716402,3890963,1943647,6249256,7555673,2022957,7629747,5788418,6732004,5406540,2275195,2275097,3901078,7960994,2669316,1594319,7620339,4533682,8131255,3507097
91,9084676,6838,10366,10366,27,0,2022-05-29,1161,1.0,0.3442622950819672,178.0,100.0,148.0,0,3293520,7651650,6257698,3490108,2100524,3622807,2173646,4174932,6402374,3218340,7089858,2124002,8364726,7681869,3612286,3681957,8044112,3200756,7184666,2170762,3245689,2855138
92,9290903,62,55,55,46,1,2022-08-28,17086,1.0952380952380951,1.3278688524590163,159.8,100.0,136.6,0,2263736,2437021,3585350,3364234,5017144,6460614,3459623,2437049,8131255,8106629,8427978,238727,2954769,1776627,1642738,3125562,4377610,210328,2282125,3011735,4859490,7881845
