,match_id,team1_won_toss,toss_decision_encoded,by_wickets,win amount,match_dt,ground_id,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team2_id,winner_id,player_of_the_match_id,team1_player_1,team1_player_2,team1_player_3,team1_player_4,team1_player_5,team1_player_6,team1_player_7,team1_player_8,team1_player_9,team1_player_10,team1_player_11,team2_player_1,team2_player_2,team2_player_3,team2_player_4,team2_player_5,team2_player_6,team2_player_7,team2_player_8,team2_player_9,team2_player_10,team2_player_11,team1_won,ground_rating_bat,ground_rating_bowl
10,8887549,0,1,1.0,5.0,2021-12-13,6663,140,6,126,141.0,5.0,103.0,33942,33921,33921,4967738.0,7534687,5406540,2336473,181404,5469092,8176356,7537067,6842170,1905847,3231437,4985546,7620269,2286472,3651472,5786766,3239102,3114803,4967738,7353828,4132295,6818776,6009058,0,0.5999683143219267,0.40003168567807335
11,9222387,0,1,1.0,3.0,2022-10-05,6663,145,9,132,146.0,7.0,122.0,41,27,27,37351.0,2436405,2331475,4690258,3150720,4230127,5742470,2740408,5744850,4690230,3023327,3468870,1539236,7537004,1907163,37351,2275195,6249256,1611364,3429236,2181157,2656541,2018001,0,0.5999683143219267,0.40003168567807335
12,8587837,1,0,1.0,4.0,2021-01-02,1476,165,8,126,171.0,6.0,119.0,33956,33921,33921,3890984.0,7869987,7620283,2076192,4002340,3063696,34061,3200756,4756982,7455818,49496,1506077,7620269,2286437,87191,5786766,3114803,2535420,4967738,3995991,3890984,7353828,6818776,0,0.753897338403042,0.24610266159695807
13,8587970,1,0,1.0,5.0,2021-01-04,1476,174,8,123,175.0,5.0,124.0,33963,33921,33921,2286437.0,1506098,1749075,36665,2083409,7534652,5788320,1612610,5509524,5497274,3156033,8193310,7620269,2286472,87191,2286437,2535420,3114803,4967738,3995991,3890984,7353828,6818776,0,0.753897338403042,0.24610266159695807
14,8588194,1,0,1.0,6.0,2021-01-29,1476,130,7,127,131.0,4.0,118.0,33914,33921,33921,3114803.0,2285051,5469008,3710090,4685568,5056134,1635773,2633196,2170762,6718844,2340729,55299,2286472,87191,5515922,5786766,3114803,2286437,2535420,3890984,4132295,2209374,325779,0,0.753897338403042,0.24610266159695807
15,8887570,0,1,0.0,53.0,2021-12-19,1476,196,7,130,143.0,10.0,113.0,33963,33921,33963,4507208.0,7572123,1749075,6718802,2083409,5788320,1612610,2335381,5497274,5509524,4507208,8193310,2286472,7620269,3651472,5786766,1539208,3114803,4967738,7353828,3890984,4132295,6818776,1,0.753897338403042,0.24610266159695807
16,8887633,0,1,0.0,20.0,2021-12-27,1476,207,9,130,187.0,9.0,124.0,33949,33921,33949,4003390.0,2275097,4003390,2286437,2275195,3901078,1934099,2669316,1829491,6399210,2656541,8539817,7620269,2286472,1539208,3651472,5786766,3114803,4967738,3890984,5419546,6818776,6009058,1,0.753897338403042,0.24610266159695807
17,9222394,0,1,0.0,31.0,2022-10-07,1476,178,7,126,147.0,8.0,124.0,27,41,27,1539236.0,1539236,7537004,37351,1870357,2275195,6249256,1611364,3429236,2181157,2656541,2018001,2436405,2331475,4690258,4230127,2740408,5742470,3715697,5744850,4690230,3023327,6347494,1,0.753897338403042,0.24610266159695807
18,9272717,0,1,0.0,12.0,2023-01-20,1476,162,6,131,150.0,6.0,128.0,33921,33928,33921,2633196.0,1506098,8561342,5515922,5056134,3890963,3114803,2633196,4967738,7866039,4132295,5419546,5843200,4223883,4655384,1611364,6249256,2161599,8497866,4767832,3507097,5788418,6732004,1,0.753897338403042,0.24610266159695807
19,9087182,1,0,0.0,20.0,2022-11-01,1476,179,6,122,159.0,6.0,124.0,20,48,20,2162782.0,2162782,1749075,62432,2827327,6381962,2178119,4640824,1655436,1730658,2461129,1711492,6718326,2653993,1945355,5764576,2486896,2672214,3519011,3913475,1626561,3456424,1945397,1,0.753897338403042,0.24610266159695807
20,9272633,0,1,1.0,8.0,2023-01-11,1476,155,6,126,157.0,2.0,104.0,33921,33935,33935,1907352.0,1506098,8561342,5515922,5056134,3114803,7620269,2020332,2633196,7353828,5419546,7866039,4421689,3507090,7869994,4635658,3501889,5459516,3535853,4472397,3216569,1907352,8339701,0,0.753897338403042,0.24610266159695807
21,9702671,0,1,0.0,103.0,2023-12-07,1476,214,3,129,111.0,10.0,92.0,33921,33949,33921,1626526.0,1506098,1626526,5515922,2083409,7620269,6364588,2633196,7353828,7866039,4132295,5419546,7960994,5406540,2286437,2275195,2275097,3901078,1482998,4533682,3507097,3200966,1829491,1,0.753897338403042,0.24610266159695807
22,8887857,0,1,0.0,27.0,2022-01-19,1476,178,6,124,151.0,8.0,127.0,33956,33921,33956,4002340.0,7620283,7869987,4002340,41740,34061,7880018,2790675,8146998,4756982,1905966,49496,7620269,2286472,5515922,3651472,5786766,3114803,4967738,2633196,3890984,4132295,5419546,1,0.753897338403042,0.24610266159695807
23,9272731,1,0,0.0,4.0,2023-01-22,1476,188,4,126,184.0,3.0,126.0,33921,33949,33921,3890963.0,8561342,1506098,5515922,5056134,3890963,3114803,4967738,2633196,7866039,4132295,5419546,4003390,7960994,9070907,2275097,3901078,2669316,3737103,1829491,4012203,6308098,2656541,1,0.753897338403042,0.24610266159695807
24,9272465,1,0,0.0,6.0,2022-12-23,1476,166,9,124,160.0,9.0,128.0,33921,33914,33921,2083409.0,7620269,1626526,5056134,2083409,3114803,2020332,2633196,4967738,3890984,5419546,4132295,5469008,4239038,2286472,3681957,387778,8415854,4992378,5554254,6718844,5863290,55299,1,0.753897338403042,0.24610266159695807
25,9087175,1,0,1.0,6.0,2022-11-01,1476,144,8,127,148.0,4.0,115.0,293,69,69,nan,6818622,4980926,6450576,3668356,2464349,181404,5554254,5736016,6818776,3976965,6819238,7200598,4403531,3260564,5490582,2398346,3061225,5490666,5786836,7968225,3497171,5490638,0,0.753897338403042,0.24610266159695807
26,8887759,0,1,1.0,8.0,2022-01-08,1476,144,8,128,145.0,2.0,107.0,33921,33928,33928,4223883.0,3062149,8415665,2336613,5786766,1539208,8475144,8561384,9049270,7629747,5419490,6818776,5843200,4223883,2340372,2161599,6249256,6320362,8497866,4393402,9071866,6732004,6722540,0,0.753897338403042,0.24610266159695807
27,8587921,0,1,0.0,21.0,2021-01-02,6348,164,5,126,143.0,9.0,123.0,33928,33949,33928,3125849.0,4223883,2161599,1655436,5788418,319948,6249256,2340372,309056,3125849,6732004,6722540,363047,2275097,3901078,2275195,4230127,2720759,2337117,6308098,7877232,3731307,4985546,1,0.6653992395437263,0.33460076045627374
28,8588166,0,1,0.0,10.0,2021-01-04,6348,183,6,122,173.0,6.0,124.0,33949,33928,33949,2275097.0,363047,2275097,3737103,2275195,4230127,3901078,3501882,2656541,6308098,2337117,3731307,4223883,2161599,1655436,319948,6249256,2340372,5788418,309056,3125849,6732004,6722540,1,0.6653992395437263,0.33460076045627374
29,8887556,1,0,0.0,53.0,2021-12-14,6348,182,5,122,129.0,10.0,118.0,33935,33928,33935,1907163.0,3535783,1626526,1907163,4635658,3501889,1798705,3535853,3216569,1907352,8339701,3214812,1611364,2161599,5843200,4223883,6381962,2340372,6249256,5788418,3125849,6722540,3507097,1,0.6653992395437263,0.33460076045627374
30,8887577,1,0,0.0,42.0,2021-12-20,6348,167,7,124,125.0,9.0,126.0,33935,33928,33935,3535783.0,3535783,4635658,1907163,1626526,3501889,1798705,3535853,3216569,1907352,8339701,3214812,1611364,2161599,5843200,4223883,6381962,6249256,5367676,5788418,4393402,8514463,6722540,1,0.6653992395437263,0.33460076045627374
31,8887605,1,0,0.0,24.0,2021-12-24,6348,180,6,128,151.0,9.0,124.0,33928,33949,33928,5788418.0,4223883,1611364,2161599,2340372,6249256,6381962,5367676,5788418,4393402,6732004,6722540,2275097,4003390,2275195,2286437,1934099,3901078,2669316,1829491,5419532,6399210,8539817,1,0.6653992395437263,0.33460076045627374
32,8887626,1,0,1.0,7.0,2021-12-27,6348,175,5,126,176.0,3.0,117.0,33914,33928,33928,4223883.0,5469008,4239038,5056134,1635773,8415854,4504044,4992378,5554254,6718844,55299,1684276,4223883,1611364,2161599,6381962,6249256,2340372,5367676,5788418,4393402,6732004,6722540,0,0.6653992395437263,0.33460076045627374
33,9087028,1,0,1.0,9.0,2022-10-21,6348,146,5,127,150.0,1.0,107.0,41,216,216,7695666.0,2436405,2331475,3023320,4690258,4230127,5742470,5744850,2740408,3715697,4690230,6347494,2124002,2123974,6496412,6729862,4171460,2436251,7695666,3685100,7036812,2436426,6496482,0,0.6653992395437263,0.33460076045627374
34,9702783,0,1,1.0,7.0,2023-12-28,6348,155,10,122,67.0,3.0,42.0,33928,33949,33949,2275195.0,1611364,5843200,5716402,3890963,1943647,6249256,7555673,2022957,7629747,5788418,6732004,5406540,2275195,2275097,3901078,7960994,2669316,1594319,7620339,4533682,8131255,3507097,0,0.6653992395437263,0.33460076045627374
35,9272668,1,0,1.0,5.0,2023-01-15,6348,135,10,124,136.0,5.0,99.0,33963,33928,33928,5788418.0,7572123,1539236,2340771,7534652,2335381,5788320,1612610,5497274,5509524,2437077,6521234,5843200,4223883,4655384,1611364,6249256,3459623,4767832,4238975,7629747,5788418,6732004,0,0.6653992395437263,0.33460076045627374
36,9087070,0,1,0.0,9.0,2022-10-24,6348,144,8,127,135.0,10.0,125.0,188,118,188,3769555.0,4403419,3056752,3758565,393014,6551978,4403426,2875368,3850944,3769555,6486416,2316327,8076382,4502392,7253350,2658431,1539208,7891232,8354849,3083667,8947777,7732934,2436776,1,0.6653992395437263,0.33460076045627374
37,9087056,1,0,1.0,9.0,2022-10-23,6348,128,8,121,133.0,1.0,93.0,216,69,69,4403531.0,2124002,2123974,6496412,6729862,4171460,2436251,7695666,3685100,7036812,2436426,6496482,4403531,3260564,5490582,6710850,2398346,3061225,5490666,4365878,7968225,5490638,4403573,0,0.6653992395437263,0.33460076045627374
38,9087035,1,0,1.0,5.0,2022-10-21,6348,132,6,126,133.0,5.0,113.0,223,76,76,2097017.0,4702648,7651650,2920889,178443,1627058,2904775,6112406,2850868,4613580,2904803,5652758,2056830,387897,6572726,391103,2097017,6662480,3471761,3788581,5643700,2979486,5789370,0,0.6653992395437263,0.33460076045627374
39,9272556,1,0,1.0,7.0,2023-01-02,6348,177,6,126,178.0,3.0,110.0,33914,33928,33928,5843200.0,4239038,5492318,2286472,3681957,387778,5554254,8415854,4992378,6718844,3890998,55299,5843200,4223883,1611364,2161599,6249256,3459623,8497866,4767832,5788418,7629747,6732004,0,0.6653992395437263,0.33460076045627374
40,8887675,0,1,0.0,14.0,2022-01-01,6348,150,8,123,136.0,8.0,122.0,33921,33928,33921,7353828.0,2286472,3114803,3651472,5786766,7620269,7353828,3995991,4967738,3890984,5419546,6818776,1611364,4223883,2161599,6381962,2340372,6249256,5367676,5788418,4393402,6732004,6722540,1,0.6653992395437263,0.33460076045627374
41,9086979,0,1,0.0,31.0,2022-10-17,6348,174,7,126,143.0,9.0,124.0,76,216,76,2097017.0,2056830,387897,6572726,391103,2097017,6662480,3471761,3788581,2979486,5643700,5789370,2124002,2123974,6496412,6729862,4171460,2436251,7695666,3685100,7036812,2436426,6496482,1,0.6653992395437263,0.33460076045627374
42,8638048,0,1,1.0,10.0,2021-01-03,5081,52,4,33,55.0,0.0,28.0,17583,17653,17653,nan,5764576,3069954,3935854,3913440,4949776,8144184,270262,6718438,5560190,7878765,7565697,4381747,2659243,3682160,4381705,3834361,8683562,3913433,1495731,4136404,3834319,7871310,0,0.5867611475976495,0.4132388524023504
43,8638111,0,1,1.0,5.0,2021-01-17,5081,140,6,88,109.0,5.0,63.0,17583,17982,17982,nan,1585457,4949776,5764576,8144184,3935854,3913440,4381733,270262,6718438,5560190,7878765,1945411,4381761,258649,387778,3913426,3519011,3776849,1626561,2288824,3566240,1945397,0,0.5867611475976495,0.4132388524023504
44,8638132,0,1,0.0,17.0,2021-01-23,5081,199,6,128,182.0,7.0,128.0,17583,17744,17583,nan,1585457,4949776,5764576,3069954,3935854,3913440,4381733,6718438,270262,5560190,7878765,1945390,3083632,3834256,270906,4949804,6496118,1626540,2537800,4170494,8354821,5984376,1,0.5867611475976495,0.4132388524023504
45,8638174,1,0,0.0,103.0,2021-02-01,5081,183,7,126,80.0,10.0,75.0,17583,18360,17583,nan,4949776,5764576,8144184,3069954,3935854,3913440,4381733,270262,6718438,7565697,5560190,2319638,256080,3913447,4950252,2690498,2666705,6718410,7907444,2236086,3834375,4359417,1,0.5867611475976495,0.4132388524023504
46,8638195,1,0,0.0,39.0,2021-02-07,5081,230,2,129,191.0,10.0,125.0,18570,17583,18570,nan,6718326,2653993,3083625,2486896,2288789,8187878,4950224,2319624,3083667,4950294,1585464,4949776,5764576,8144184,3069954,3935854,3913440,4381733,270262,6718438,7565697,5560190,1,0.5867611475976495,0.4132388524023504
47,8638202,1,0,1.0,4.0,2021-02-11,5081,180,7,130,181.0,6.0,121.0,17744,17653,17653,nan,1945390,3083632,3834256,270906,4949804,6496118,2537800,8354821,4170494,5984376,8447396,2659243,4381747,2672214,3682160,4381705,3834361,3546297,6739830,1495731,4136404,3834319,0,0.5867611475976495,0.4132388524023504
48,9027241,0,1,1.0,6.0,2021-12-20,5081,92,10,107,93.0,4.0,103.0,17583,17982,17982,nan,1585457,1945390,3069954,8765154,3935854,3913440,4949776,3456424,5560190,8354835,7878765,7907451,4381761,1945411,3913426,387778,4949790,2288824,3913475,6718340,7543647,7907458,0,0.5867611475976495,0.4132388524023504
49,9388483,0,1,0.0,29.0,2023-01-14,5081,191,8,123,108.0,2.0,58.0,17583,17744,17744,nan,1945390,8765154,8144184,3935854,4949776,3913440,6718438,5560190,7565697,8354835,7878765,8212917,3558316,3834256,3083632,8354800,4950364,8447396,8435699,4170494,9475766,6496118,0,0.5867611475976495,0.4132388524023504
50,9027283,1,0,1.0,8.0,2022-01-20,5081,121,9,125,122.0,2.0,88.0,17583,18570,18570,nan,1945390,8144184,3069954,5764576,3935854,3913440,4949776,270262,3456424,8354835,7878765,6718326,2653993,2288789,3083625,2486896,6718382,6718410,3083667,4950294,6718396,1585464,0,0.5867611475976495,0.4132388524023504
51,9866331,0,1,0.0,27.0,2023-12-19,5081,185,5,126,158.0,10.0,111.0,17583,17653,17583,7565697.0,6718326,1585457,4949776,3935854,2486896,3834361,8499924,7565697,5560190,9888584,7878765,2659243,9141054,4381705,3682160,8706179,2666705,9874052,8414699,7907661,7871310,4359417,1,0.5867611475976495,0.4132388524023504
52,9388469,0,1,0.0,14.0,2023-01-08,5081,140,5,121,48.0,1.0,34.0,17583,17653,17653,nan,1945390,8765154,3069954,3935854,8144184,4949776,3913440,5560190,8354835,7565697,9104003,2659243,4381747,4381705,3682160,3834361,8706179,8414699,7907661,1495731,8482788,3834319,0,0.5867611475976495,0.4132388524023504
53,8587984,0,1,0.0,96.0,2021-01-03,23841,185,3,124,89.0,10.0,80.0,33935,33942,33935,4635658.0,2089079,2827327,4635658,1626526,1907163,3501889,7869994,5419574,3216569,1907352,1684276,5406540,46794,37351,2669316,181404,2231928,6842170,1905847,1906708,8339701,8277716,1,0.6478887332399439,0.3521112667600561
54,8587816,0,1,0.0,86.0,2021-01-06,23841,183,4,123,97.0,10.0,100.0,33935,33956,33935,1907163.0,2089079,2827327,1626526,4635658,1907163,3501889,7869994,5419574,3216569,1907352,1684276,7869987,7620283,2076192,4002340,3063696,34061,3200756,49496,1506077,2904943,7537060,1,0.6478887332399439,0.3521112667600561
55,8588110,0,1,0.0,39.0,2021-01-07,23841,167,5,123,128.0,8.0,125.0,33963,33928,33963,5497274.0,1506098,1749075,36665,2083409,2335381,6308112,1612610,5497274,5509524,3156033,8193310,4223883,2161599,1655436,2340372,319948,6249256,5716402,5788418,3510499,3125849,6722540,1,0.6478887332399439,0.3521112667600561
56,8588159,0,1,0.0,17.0,2021-01-09,23841,185,6,123,168.0,10.0,123.0,33935,33963,33935,5419574.0,2089079,2827327,1626526,4635658,1907163,3501889,7869994,5419574,3216569,1684276,1907352,1506098,1749075,36665,2083409,2335381,1612610,5497274,5509524,3156033,6521234,8193310,1,0.6478887332399439,0.3521112667600561
57,8588012,1,0,1.0,9.0,2021-01-12,23841,139,5,122,140.0,1.0,99.0,33928,33935,33935,2089079.0,4223883,2161599,1655436,2340372,319948,6249256,8497866,5788418,3125849,6732004,6722540,2089079,2827327,4635658,3507090,3501889,7869994,5419574,3216569,1907352,1684276,3535783,0,0.6478887332399439,0.3521112667600561
58,8887507,1,0,0.0,6.0,2021-12-08,23841,157,6,124,151.0,10.0,128.0,33935,33921,33935,4472397.0,1626526,3507090,3535783,1798705,3501889,7869994,3535853,3216569,4472397,1907352,8339701,2286472,7620269,3651472,5786766,3114803,1539208,4967738,7353828,2286458,6818776,6009058,1,0.6478887332399439,0.3521112667600561
59,9087119,1,0,0.0,1.0,2022-10-27,23841,130,8,126,129.0,8.0,125.0,76,62,76,2097017.0,6572726,387897,6662480,391103,2097017,2056830,3471761,3788581,4872902,5643700,5789370,2263736,2437021,1637320,3364234,6460614,8180570,2437049,8298779,7507303,8131255,8106629,1,0.6478887332399439,0.3521112667600561
60,9087084,0,1,1.0,7.0,2022-10-25,23841,157,6,128,158.0,3.0,104.0,69,27,27,2275097.0,7200598,4403531,3260564,5490582,2398346,3061225,5490666,4365878,7968225,5490638,4403573,1539236,37351,1907163,2275195,2275097,6249256,1611364,3535853,2181157,3429236,2018001,0,0.6478887332399439,0.3521112667600561
61,9272696,1,0,1.0,7.0,2023-01-18,23841,146,9,127,147.0,3.0,105.0,33928,33935,33935,7869994.0,5843200,4223883,1611364,4655384,6249256,2161599,4767832,4238975,5788418,7629747,6732004,4421689,3507090,7869994,4635658,3501889,5459516,3535853,4472397,3216569,1907352,7877232,0,0.6478887332399439,0.3521112667600561
62,9087049,0,1,1.0,5.0,2022-10-22,23841,112,10,121,113.0,5.0,116.0,293,20,20,4640824.0,5554212,6818622,6450576,4980926,3668356,181404,5736016,5554254,6818776,3976965,6819238,2162782,1749075,1655436,2178119,2827327,6381962,62432,1730658,4640824,1711492,2461129,0,0.6478887332399439,0.3521112667600561
63,9702727,1,0,1.0,9.0,2023-12-20,23841,172,8,125,173.0,1.0,105.0,33928,33935,33935,1907352.0,5843200,4223883,3890963,6249256,1943647,7555673,8497866,2022957,7629747,5788418,3731307,4655384,8473429,7869994,4635658,3501889,1798705,3535853,5419574,3216569,1907352,7877232,0,0.6478887332399439,0.3521112667600561
64,9222415,0,1,0.0,8.0,2022-10-09,23841,208,6,125,200.0,9.0,130.0,20,27,20,1749075.0,2162782,1749075,2178119,6381962,62432,4640824,1655436,1730658,1711492,3231437,2461129,1539236,7537004,1907163,37351,2275097,6249256,1611364,5788320,5788418,1905847,4132295,1,0.6478887332399439,0.3521112667600561
65,9272780,1,0,1.0,7.0,2023-01-28,23841,151,8,123,154.0,3.0,114.0,33956,33935,33935,3501889.0,7869987,1870357,3535783,41740,3063696,8146998,34061,4756982,2790675,49496,7535324,4421689,3507090,7869994,4635658,3501889,5459516,8473429,3216569,2538983,1907352,7877232,0,0.6478887332399439,0.3521112667600561
66,9272416,1,0,0.0,38.0,2022-12-17,23841,155,9,124,117.0,10.0,122.0,33935,33956,33935,5419574.0,1762060,313809,5459516,4635658,3501889,7869994,3535853,5419574,4472397,3216569,1907352,3535783,7869987,2076192,41740,3063696,34061,8146998,2790675,1506077,5554142,7535324,1,0.6478887332399439,0.3521112667600561
67,9087154,1,0,1.0,6.0,2022-10-30,23841,91,10,122,95.0,4.0,83.0,118,62,62,6460614.0,1635997,4502392,7253350,1539208,2658431,7891232,334963,8354849,3083667,7732934,2436776,2263736,2437021,3585350,1637320,3364234,6460614,2437049,8298779,7507303,8131255,8106629,0,0.6478887332399439,0.3521112667600561
68,9272801,1,0,1.0,5.0,2023-02-04,23841,175,7,126,178.0,5.0,117.0,33921,33935,33935,3501889.0,8561342,5786766,7870043,3114803,3890963,7620269,2633196,4967738,7353828,7866039,5419546,4421689,3507090,7869994,4635658,3501889,5459516,8473429,3216569,4472397,2538983,1907352,0,0.6478887332399439,0.3521112667600561
69,9702769,0,1,0.0,13.0,2023-12-26,23841,162,10,123,149.0,8.0,122.0,33935,33942,33935,4635658.0,4655384,8473429,7869994,4635658,1798705,5459516,3535853,5419574,3216569,1907352,7877232,2654014,4003390,8176356,46794,2336473,1635773,7537067,4393402,1905847,2656541,6818776,1,0.6478887332399439,0.3521112667600561
70,9087161,1,0,1.0,5.0,2022-10-30,23841,133,9,121,137.0,5.0,119.0,55,34,34,3794174.0,2954769,238727,1776627,3125562,3479860,4377610,210328,184960,2282125,3373285,7881845,2654014,2604825,2231928,4203499,2252452,4171859,1858961,1874081,3851518,3373866,3794174,0,0.6478887332399439,0.3521112667600561
71,9272486,1,0,1.0,3.0,2022-12-26,23841,133,7,124,136.0,7.0,118.0,33914,33935,33935,3501889.0,4239038,5492318,2286472,3681957,387778,8415854,7455818,4992378,5554254,5863290,55299,313809,1762060,5459516,4635658,7869994,3501889,3535853,5419574,3216569,1907352,8339701,0,0.6478887332399439,0.3521112667600561
72,8638055,0,1,1.0,6.0,2021-01-04,3541,117,9,124,122.0,4.0,107.0,17744,17982,17982,nan,1945390,6487032,3083632,6496118,2537800,1626540,3558316,4170494,8354821,5984376,8447396,7907451,4381761,31464,4949790,258649,3834305,3776849,6718340,3566240,7543647,7907458,0,0.7029467680608366,0.2970532319391635
73,8638125,0,1,1.0,8.0,2021-01-21,3541,118,10,117,93.0,2.0,64.0,17653,17982,17982,nan,4381747,2659243,6402388,2672214,3682160,4381705,3834361,1495731,3546297,4136404,3834319,4381761,7907451,1945355,387778,258649,3834305,3776849,1626561,2288824,3566240,1945397,0,0.7029467680608366,0.2970532319391635
74,8638153,0,1,1.0,3.0,2021-01-29,3541,162,4,121,166.0,7.0,123.0,17583,17982,17982,nan,1585457,4949776,5764576,3069954,3935854,3913440,4381733,270262,7565697,5560190,6718438,4381761,7907451,1945355,387778,258649,3519011,3776849,1626561,2288824,3913475,1945397,0,0.7029467680608366,0.2970532319391635
75,8637866,1,0,0.0,66.0,2021-03-28,3541,210,3,124,144.0,8.0,126.0,48,188,48,2653993.0,1585457,6718326,2653993,3834256,5764576,3069954,2672214,1626561,3913475,3456424,1585464,6930580,3758565,3056752,1884672,392188,6551978,5831622,4403503,6930286,2436356,2316327,1,0.7029467680608366,0.2970532319391635
76,9027297,0,1,1.0,4.0,2021-12-17,3541,165,10,124,167.0,6.0,113.0,17583,17982,17982,nan,1585457,1945390,3069954,3935854,3913440,4949776,8765154,5560190,3456424,8354835,7878765,7907451,4381761,1945411,3913426,387778,4949790,3776849,2288824,3913475,3566240,1945397,0,0.7029467680608366,0.2970532319391635
77,9027451,0,1,0.0,56.0,2022-01-29,3541,217,5,128,161.0,10.0,117.0,17982,17653,17982,nan,7907451,4381761,1945411,387778,3519011,4949790,3776849,2288824,1626561,3913475,3566240,2659243,2721627,2672214,4381705,3682160,3834361,8706179,6739830,3546297,1495731,3834319,1,0.7029467680608366,0.2970532319391635
78,9866345,0,1,0.0,55.0,2023-12-22,3541,196,9,126,141.0,10.0,121.0,17982,17744,17982,4381761.0,7907451,4381761,1945411,3913426,3519011,3834305,3776849,1626561,8354849,1636004,7907458,6402388,8212917,3083632,9403421,8354800,2537800,3083653,8354821,4170494,5984376,8447396,1,0.7029467680608366,0.2970532319391635
79,8587844,1,0,0.0,60.0,2021-01-05,930,171,5,126,111.0,10.0,116.0,33914,33942,33914,5776490.0,5056134,4685568,2285051,1635773,5776490,5469008,5554254,2170762,6718844,55299,3890998,37351,7534687,5406540,181404,2669316,1594319,8176356,6842170,1905847,1906708,8277716,1,0.7170400066126634,0.28295999338733663
