,match_id,bowler_id,inning,runs,wicket_count,balls_bowled,economy,maiden,dots,Fours,Sixes,wides,noballs,match_dt,country_bowl,batting_style_bowl,bowling_style_bowl,rating,bowler_rating
41,8752519,2486896.0,1,14,1,12,7.0,0,2.0,1,0,0,0,2021-07-18,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
42,8768696,2486896.0,2,15,0,5,18.0,0,1.0,2,1,0,0,2021-07-24,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
43,8768724,2486896.0,2,5,3,15,2.0,0,10.0,0,0,0,0,2021-07-27,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
44,8768752,2486896.0,2,31,1,15,12.4,0,2.0,4,1,0,0,2021-07-31,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
45,8768780,2486896.0,2,23,2,20,6.9,0,8.0,2,1,0,0,2021-08-02,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
46,8768808,2486896.0,2,17,0,5,20.4,0,1.0,1,2,0,0,2021-08-06,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
47,8768829,2486896.0,1,14,1,10,8.4,0,3.0,0,1,1,0,2021-08-09,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
48,8768843,2486896.0,2,16,0,10,9.6,0,1.0,0,1,0,0,2021-08-11,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
49,8778664,2486896.0,1,12,3,24,3.0,0,13.0,0,0,0,0,2021-10-05,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
50,8778629,2486896.0,2,28,2,18,9.33,0,5.0,3,1,0,0,2021-10-08,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
51,8916123,2486896.0,2,18,0,18,6.0,0,7.0,0,1,0,0,2021-10-26,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
52,8916242,2486896.0,2,6,1,6,6.0,0,1.0,0,0,0,0,2021-11-05,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
53,8916270,2486896.0,1,24,1,24,6.0,0,9.0,2,0,0,0,2021-11-07,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
54,8916291,2486896.0,1,18,1,12,9.0,0,3.0,2,0,1,0,2021-11-10,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
55,8916305,2486896.0,2,15,0,6,15.0,0,1.0,0,2,0,0,2021-11-14,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
56,8950717,2486896.0,2,12,0,2,36.0,0,0.0,0,2,0,0,2021-11-19,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
57,9027346,2486896.0,1,17,2,18,5.67,0,10.0,2,0,2,0,2021-12-28,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
58,9085320,2486896.0,1,41,1,18,13.67,0,4.0,5,2,2,0,2022-06-24,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
59,9176320,2486896.0,2,14,0,6,14.0,0,1.0,3,0,0,0,2022-08-04,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
60,9407614,2486896.0,2,38,1,24,9.5,0,6.0,4,1,1,0,2023-01-12,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
61,9407719,2486896.0,2,17,0,12,8.5,0,3.0,1,0,2,0,2023-01-22,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
62,9407670,2486896.0,1,17,0,12,8.5,0,4.0,3,0,0,0,2023-01-17,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
63,9717504,2486896.0,2,7,1,6,7.0,0,2.0,1,0,0,0,2023-12-27,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
64,9085229,2486896.0,2,40,0,24,10.0,0,8.0,4,2,1,0,2022-06-22,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
65,9407684,2486896.0,1,7,3,18,2.33,0,13.0,0,0,1,0,2023-01-18,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
66,9272451,2486896.0,1,8,1,6,8.0,0,1.0,0,0,0,0,2022-12-22,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
67,9407824,2486896.0,2,14,1,8,10.5,0,4.0,1,1,1,0,2023-02-11,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
68,9128503,2486896.0,1,29,0,18,9.67,0,5.0,5,0,0,0,2022-04-14,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
69,9085383,2486896.0,1,37,0,18,12.33,0,4.0,5,1,0,0,2022-07-01,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
70,9407698,2486896.0,1,20,0,6,20.0,0,1.0,0,3,0,0,2023-01-20,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
71,9377325,2486896.0,2,38,3,24,9.5,0,8.0,3,2,2,0,2023-04-17,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
72,9407789,2486896.0,1,41,1,24,10.25,0,8.0,4,2,3,0,2023-02-05,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
73,9152352,2486896.0,2,17,0,12,8.5,0,4.0,1,1,1,0,2022-07-27,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
74,9084942,2486896.0,1,34,1,24,8.5,0,7.0,3,1,2,0,2022-06-07,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
75,9272528,2486896.0,1,24,0,12,12.0,0,3.0,3,1,0,0,2022-12-31,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
76,9084830,2486896.0,2,26,4,23,6.78,0,8.0,1,0,2,1,2022-06-03,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
77,9272430,2486896.0,2,10,0,6,10.0,0,1.0,0,1,0,0,2022-12-19,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
78,9123197,2486896.0,2,19,2,18,6.33,0,10.0,1,1,0,0,2022-07-18,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
79,9407803,2486896.0,2,28,3,12,14.0,0,4.0,3,2,0,0,2023-02-07,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
80,9027388,2486896.0,1,35,1,18,11.67,0,4.0,3,1,3,0,2022-01-08,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
81,9027283,2486896.0,1,19,1,12,9.5,0,6.0,1,2,0,0,2022-01-20,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
82,9484537,2486896.0,1,28,1,24,7.0,0,13.0,5,0,1,0,2023-02-20,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
83,9255945,2486896.0,1,9,0,6,9.0,0,3.0,2,0,0,0,2022-11-20,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
84,9484677,2486896.0,2,23,2,18,7.67,0,5.0,1,1,0,0,2023-03-12,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
85,9123211,2486896.0,1,31,0,24,7.75,0,12.0,2,2,0,0,2022-07-22,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
86,9084900,2486896.0,1,27,1,18,9.0,0,3.0,2,0,2,0,2022-06-05,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
87,9123204,2486896.0,2,10,0,6,10.0,0,2.0,2,0,0,0,2022-07-20,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
88,9866331,2486896.0,2,26,3,23,6.78,0,9.0,2,1,0,0,2023-12-19,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
89,9644109,2486896.0,2,24,0,18,8.0,0,4.0,2,0,2,0,2023-08-19,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
90,9256365,2486896.0,1,12,0,6,12.0,0,1.0,2,0,1,0,2022-10-09,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
91,9256561,2486896.0,1,22,0,12,11.0,0,3.0,2,1,1,0,2023-04-08,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
92,9084998,2486896.0,2,19,1,12,9.5,0,4.0,3,0,0,0,2022-06-09,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
93,9085103,2486896.0,1,26,1,18,8.67,0,2.0,2,0,2,0,2022-06-17,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
94,9484579,2486896.0,1,42,0,18,14.0,0,4.0,1,5,0,0,2023-02-26,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
95,9407810,2486896.0,2,19,2,18,6.33,0,10.0,3,0,1,0,2023-02-08,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
96,9407775,2486896.0,1,26,2,24,6.5,0,14.0,1,2,2,0,2023-02-04,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
97,9027409,2486896.0,2,3,0,6,3.0,0,3.0,0,0,0,0,2022-01-16,NZ,Left-hand bat,Right-arm medium-fast,0.3276908169563806,32.76908169563806
98,8638034,3083667.0,1,31,1,24,7.75,0,9.0,4,0,2,0,2021-01-01,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
99,8638069,3083667.0,2,18,0,12,9.0,0,5.0,2,0,4,0,2021-01-09,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
100,8638090,3083667.0,1,24,1,24,6.0,0,10.0,3,0,1,0,2021-01-14,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
101,8638104,3083667.0,2,26,1,24,6.5,0,7.0,2,0,2,0,2021-01-16,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
102,8638139,3083667.0,1,33,1,24,8.25,0,9.0,3,1,2,0,2021-01-24,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
103,8638146,3083667.0,1,26,0,24,6.5,0,8.0,2,0,2,0,2021-01-25,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
104,8638167,3083667.0,1,35,3,24,8.75,0,9.0,4,1,2,0,2021-01-31,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
105,8638195,3083667.0,2,42,2,24,10.5,0,6.0,3,2,2,0,2021-02-07,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
106,8638209,3083667.0,1,28,3,24,7.0,0,9.0,3,0,1,0,2021-02-13,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
107,8751672,3083667.0,2,24,0,15,9.6,0,6.0,3,1,0,0,2021-06-09,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
108,8751770,3083667.0,2,37,3,24,9.25,0,9.0,4,1,1,1,2021-06-11,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
109,8751812,3083667.0,2,29,2,24,7.25,0,9.0,2,1,1,0,2021-06-13,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
110,8751875,3083667.0,2,41,1,20,12.3,0,8.0,6,1,2,1,2021-06-15,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
111,8751924,3083667.0,1,15,1,12,7.5,0,5.0,2,0,2,0,2021-06-17,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
112,8751980,3083667.0,1,22,3,18,7.33,0,8.0,3,0,1,0,2021-06-18,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
113,8752008,3083667.0,1,31,1,18,10.33,0,5.0,4,1,1,0,2021-06-20,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
114,8752057,3083667.0,1,37,1,24,9.25,0,7.0,4,1,1,0,2021-06-22,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
115,8752092,3083667.0,1,32,1,18,10.67,0,10.0,4,2,2,0,2021-06-24,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
116,8752358,3083667.0,1,34,0,18,11.33,0,5.0,6,0,0,0,2021-07-02,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
117,8752386,3083667.0,1,23,1,12,11.5,0,5.0,5,0,1,0,2021-07-09,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
118,8916011,3083667.0,2,14,0,18,4.67,0,11.0,2,0,0,0,2021-10-18,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
119,8916039,3083667.0,2,39,0,24,9.75,0,9.0,6,0,3,0,2021-10-20,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
120,9027234,3083667.0,2,23,1,24,5.75,0,12.0,0,1,5,0,2021-11-26,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
121,9027269,3083667.0,1,36,1,24,9.0,0,7.0,4,1,0,0,2021-12-05,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
122,9027311,3083667.0,2,20,2,18,6.67,0,8.0,3,0,0,0,2021-12-19,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
123,9027325,3083667.0,1,19,1,18,6.33,0,9.0,3,0,0,0,2021-12-24,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
124,9027346,3083667.0,1,39,1,24,9.75,0,9.0,2,2,4,0,2021-12-28,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
125,9866373,3083667.0,1,19,3,22,5.18,0,13.0,2,0,1,0,2023-12-28,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
126,9176320,3083667.0,1,35,2,24,8.75,0,10.0,2,2,2,0,2022-08-04,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
127,9250373,3083667.0,1,20,1,22,5.45,0,14.0,2,1,1,0,2022-07-15,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
128,9388378,3083667.0,2,31,2,24,7.75,0,10.0,1,2,2,0,2022-12-24,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
129,9250401,3083667.0,1,18,3,24,4.5,1,12.0,1,0,1,0,2022-07-17,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
130,9388427,3083667.0,1,34,1,24,8.5,0,9.0,2,0,4,0,2023-01-01,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
131,9087189,3083667.0,1,17,2,14,7.29,0,8.0,1,1,1,0,2022-11-02,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
132,9087070,3083667.0,1,12,1,18,4.0,0,7.0,0,0,1,0,2022-10-24,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
133,9388441,3083667.0,2,30,1,22,8.18,0,10.0,4,1,0,0,2023-01-04,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
134,9027388,3083667.0,1,44,0,24,11.0,0,7.0,3,3,1,0,2022-01-08,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
135,9027283,3083667.0,1,26,2,24,6.5,0,11.0,1,1,4,0,2022-01-20,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
136,9388518,3083667.0,2,37,0,24,9.25,0,7.0,4,1,2,0,2023-01-23,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
137,9250310,3083667.0,1,27,4,24,6.75,0,11.0,3,1,0,0,2022-07-12,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
138,9866338,3083667.0,2,30,0,18,10.0,0,6.0,0,3,1,1,2023-12-21,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
139,9087154,3083667.0,2,9,0,12,4.5,0,5.0,0,0,0,0,2022-10-30,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
140,9086965,3083667.0,1,19,0,12,9.5,0,5.0,0,2,1,0,2022-10-16,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
141,9027409,3083667.0,2,13,0,12,6.5,0,5.0,0,1,0,0,2022-01-16,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
142,9388567,3083667.0,1,15,4,24,3.75,0,14.0,0,0,4,0,2023-02-05,NED,Right-hand bat,Right-arm medium-fast,0.34184408342582556,34.18440834258256
143,8638034,4950294.0,1,21,1,24,5.25,0,8.0,0,0,1,0,2021-01-01,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
144,8638069,4950294.0,2,11,0,6,11.0,0,1.0,0,1,0,0,2021-01-09,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
145,8638090,4950294.0,1,38,1,24,9.5,0,6.0,1,3,0,0,2021-01-14,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
146,8638104,4950294.0,2,19,0,12,9.5,0,2.0,1,1,0,0,2021-01-16,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
147,8638139,4950294.0,1,16,1,18,5.33,0,6.0,0,0,1,0,2021-01-24,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
148,8638146,4950294.0,1,16,0,18,5.33,0,8.0,0,1,0,0,2021-01-25,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
149,8638167,4950294.0,1,20,0,12,10.0,0,1.0,3,0,0,0,2021-01-31,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
150,8638195,4950294.0,2,33,2,24,8.25,0,9.0,2,2,0,0,2021-02-07,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
151,8638209,4950294.0,1,25,2,18,8.33,0,7.0,0,2,0,0,2021-02-13,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
152,9027234,4950294.0,2,8,1,12,4.0,0,6.0,0,0,0,0,2021-11-26,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
153,9027269,4950294.0,1,33,0,24,8.25,0,4.0,4,0,0,0,2021-12-05,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
154,9027311,4950294.0,2,23,0,12,11.5,0,3.0,1,2,0,0,2021-12-19,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
155,9027325,4950294.0,1,18,1,18,6.0,0,7.0,1,0,0,0,2021-12-24,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
156,9027346,4950294.0,1,17,1,18,5.67,0,5.0,1,0,1,0,2021-12-28,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
157,9866373,4950294.0,1,11,2,18,3.67,0,9.0,0,0,0,0,2023-12-28,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
158,9388378,4950294.0,2,20,1,24,5.0,0,7.0,1,0,0,0,2022-12-24,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
159,9388427,4950294.0,1,21,2,24,5.25,1,11.0,0,1,0,0,2023-01-01,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
160,9388441,4950294.0,2,27,0,24,6.75,0,9.0,2,1,0,0,2023-01-04,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
161,9027283,4950294.0,1,10,0,6,10.0,0,0.0,1,0,0,0,2022-01-20,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
162,9388518,4950294.0,2,15,0,18,5.0,0,7.0,1,0,0,0,2023-01-23,NZ,Right-hand bat,Legbreak googly,0.3405131129117729,34.051311291177285
